146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5379 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
247 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
167 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 239.255.255.250 , UDP , 51377 , 1900 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
271 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
73 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
73 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
322 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
179 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 239.255.255.250 , UDP , 59040 , 1900 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
161 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
167 , 2c:33:61:68:c9:46 , 48:45:20:44:0:9d , IPv4 , 10.50.20.228 , 239.255.255.250 , UDP , 51377 , 1900 
103 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 224.0.0.251 , UDP , 5353 , 5353 
82 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
216 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 239.255.255.250 , UDP , 52181 , 1900 
102 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
70 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 130.122.191.255 , Unknown/Not Supported , 65082 , 55043 
70 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv6 , 0.0.0.0 , 176.59.227.68 , Unknown/Not Supported , 38610 , 61 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
216 , 7c:67:a2:a9:de:90 , 48:45:20:44:0:9d , IPv4 , 10.50.21.92 , 239.255.255.250 , UDP , 54398 , 1900 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
1574 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
1314 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
267 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
60 , 10:da:43:1:73:27 , 48:45:20:44:0:9d , Unkwown/Not Supported , 67.1.115.38 , 0.0.0.0 , Unknown/Not Supported , 32768 , 4314 
147 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
100 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.193 , TCP , 46836 , 443 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.193 , 10.50.23.79 , TCP , 443 , 46836 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42798 , 80 
60 , 38:2c:4a:2c:53:de , 48:45:20:44:0:9d , IPv4 , 10.50.20.247 , 224.0.0.22 , IGMP , 37892 , 0 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
338 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
74 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42796 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
503 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
363 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 0.0.0.0 , 255.255.255.255 , UDP , 68 , 67 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
236 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
236 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
161 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
144 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
74 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42798 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42798 , 80 
216 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 239.255.255.250 , UDP , 52181 , 1900 
74 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42796 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
221 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
236 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
229 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
223 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
276 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
71 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
128 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
393 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
238 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
4050 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
524 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
112 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
144 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
145 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
144 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
191 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
4050 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
4741 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42796 
189 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
8034 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
1041 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
112 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.46 , TCP , 49044 , 443 
772 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42796 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42796 , 80 
231 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
569 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
342 , 48:88:ca:c2:c9:ff , 48:45:20:44:0:9d , IPv4 , 10.50.21.115 , 255.255.255.255 , UDP , 68 , 67 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
167 , ac:c1:ee:69:3c:31 , 48:45:20:44:0:9d , IPv4 , 10.50.20.239 , 239.255.255.250 , UDP , 37298 , 1900 
74 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42798 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42798 , 80 
170 , f4:8e:38:f3:d7:bc , 48:45:20:44:0:9d , IPv4 , 10.50.23.23 , 10.50.23.255 , UDP , 58761 , 50007 
319 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
161 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
529 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
138 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
119 , 80:7a:bf:3a:d7:3 , 48:45:20:44:0:9d , IPv4 , 10.50.20.249 , 224.0.0.251 , UDP , 5353 , 5353 
138 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
142 , 3c:f8:62:71:93:dc , 48:45:20:44:0:9d , IPv4 , 10.50.23.231 , 224.0.0.251 , UDP , 5353 , 5353 
92 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
100 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.136.94 , TCP , 50466 , 443 
90 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
82 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
90 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
102 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.136.94 , 10.50.23.79 , TCP , 443 , 50466 
82 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 10.20.1.22 , UDP , 53363 , 53 
98 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
74 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
82 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.20.1.22 , 10.50.23.79 , UDP , 53 , 53363 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
245 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
305 , 10:7b:44:2e:f3:d , 48:45:20:44:0:9d , IPv4 , 10.50.23.158 , 10.50.23.255 , UDP , 54915 , 54915 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
144 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
147 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
216 , 7c:67:a2:a9:de:90 , 48:45:20:44:0:9d , IPv4 , 10.50.21.92 , 239.255.255.250 , UDP , 54398 , 1900 
167 , ac:c1:ee:69:3c:31 , 48:45:20:44:0:9d , IPv4 , 10.50.20.239 , 239.255.255.250 , UDP , 37298 , 1900 
646 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
338 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
123 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
269 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.164 , 10.50.23.79 , TCP , 443 , 53728 
92 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
100 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.163.164 , TCP , 53728 , 443 
